,Pair,RV,AR,TP,SL,Total Pips,Win Trade,Lose Trade,Win Rate,R/R,Score,ATTR,RV,AR,TP,SL,Total Pips,Win Trade,Lose Trade,Win Rate,R/R,Score
924,AUDUSD,20,0.0002,68,25,1439,98,209,0.32,2.72,1252.5056,4.76,20,0.0002,68,25,907,49,97,0.34,2.72,838.7936
927,AUDUSD,20,0.0002,61,26,1486,116,215,0.35,2.346153846,1220.234615,4.45,20,0.0002,61,26,903,57,99,0.37,2.346153846,783.8734615
964,AUDUSD,20,0.0002,57,36,1581,125,154,0.45,1.583333333,1126.4625,5.85,20,0.0002,57,36,813,61,74,0.45,1.583333333,579.2625
928,AUDUSD,20,0.0002,69,25,1286,94,208,0.31,2.76,1100.3016,4.14,20,0.0002,69,25,837,48,99,0.33,2.76,762.3396
931,AUDUSD,20,0.0002,62,26,1328,112,216,0.34,2.384615385,1076.701538,3.92,20,0.0002,62,26,846,56,101,0.36,2.384615385,726.2584615
937,AUDUSD,20,0.0002,67,24,1233,99,225,0.31,2.791666667,1067.05875,4.21,20,0.0002,67,24,782,50,107,0.32,2.791666667,698.5866667
990,AUDUSD,20,0.0002,59,25,1321,119,228,0.34,2.36,1059.9704,3.56,20,0.0002,59,25,613,57,110,0.34,2.36,491.8712
980,AUDUSD,20,0.0002,56,36,1476,126,155,0.45,1.555555556,1033.2,5.4,20,0.0002,56,36,732,60,73,0.45,1.555555556,512.4
1105,AUDUSD,20,0.0002,60,24,1212,113,232,0.33,2.5,999.9,3.72,20,0.0002,60,24,468,53,113,0.32,2.5,374.4
974,AUDUSD,20,0.0002,55,34,1396,128,166,0.44,1.617647059,993.6235294,5.16,20,0.0002,55,34,745,63,80,0.44,1.617647059,530.2647059
962,AUDUSD,20,0.0002,55,36,1443,129,157,0.45,1.527777778,992.0625,4.95,20,0.0002,55,36,837,63,73,0.46,1.527777778,588.225
1070,AUDUSD,20,0.0002,78,29,1143,76,165,0.32,2.689655172,983.7682759,5.24,20,0.0002,78,29,477,34,75,0.31,2.689655172,397.7193103
985,AUDUSD,20,0.0002,62,24,1190,109,232,0.32,2.583333333,983.7333333,3.52,20,0.0002,62,24,612,54,114,0.32,2.583333333,505.92
944,AUDUSD,20,0.0002,66,24,1146,101,230,0.31,2.75,976.965,3.9,20,0.0002,66,24,768,52,111,0.32,2.75,675.84
972,AUDUSD,20,0.0002,61,29,1255,109,186,0.37,2.103448276,976.7362069,4.3,20,0.0002,61,29,681,53,88,0.38,2.103448276,544.3303448
975,AUDUSD,20,0.0002,79,29,1148,74,162,0.31,2.724137931,969.4662069,4.48,20,0.0002,79,29,598,34,72,0.32,2.724137931,521.2910345
923,AUDUSD,20,0.0002,65,29,1229,101,184,0.35,2.24137931,964.1293103,3.9,20,0.0002,65,29,1002,52,82,0.39,2.24137931,875.8862069
1000,AUDUSD,20,0.0002,72,25,1114,87,206,0.3,2.88,962.496,4.1,20,0.0002,72,25,549,42,99,0.3,2.88,474.336
1507,AUDUSD,20,0.0002,78,32,1160,76,149,0.34,2.4375,961.35,5.4,20,0.0002,78,32,252,34,75,0.31,2.4375,190.4175
1087,AUDUSD,20,0.0002,61,27,1209,111,206,0.35,2.259259259,956.0055556,3.8,20,0.0002,61,27,506,53,101,0.34,2.259259259,388.682963
965,AUDUSD,20,0.0002,71,25,1119,89,208,0.3,2.84,953.388,3.8,20,0.0002,71,25,649,44,99,0.31,2.84,571.3796
1012,AUDUSD,20,0.0002,58,25,1202,119,228,0.34,2.32,948.1376,3.22,20,0.0002,58,25,581,57,109,0.34,2.32,458.2928
993,AUDUSD,20,0.0002,55,35,1355,129,164,0.44,1.571428571,936.8857143,4.6,20,0.0002,55,35,700,63,79,0.44,1.571428571,484
1031,AUDUSD,20,0.0002,62,27,1161,108,205,0.35,2.296296296,933.1,4.15,20,0.0002,62,27,559,53,101,0.34,2.296296296,436.4340741
959,AUDUSD,20,0.0002,65,24,1103,103,233,0.31,2.708333333,926.0604167,3.59,20,0.0002,65,24,692,52,112,0.32,2.708333333,599.7333333
1156,AUDUSD,20,0.0002,76,29,1085,78,167,0.32,2.620689655,909.9034483,4.6,20,0.0002,76,29,427,35,77,0.31,2.620689655,346.9006897
929,AUDUSD,20,0.0002,64,26,1116,106,218,0.33,2.461538462,906.5353846,3.7,20,0.0002,64,26,882,54,99,0.35,2.461538462,759.8769231
1165,AUDUSD,20,0.0002,56,34,1278,123,165,0.43,1.647058824,905.1247059,4.7,20,0.0002,56,34,494,58,81,0.42,1.647058824,341.7317647
939,AUDUSD,20,0.0002,65,26,1131,105,219,0.32,2.5,904.8,3.12,20,0.0002,65,26,819,53,101,0.34,2.5,696.15
1282,AUDUSD,20,0.0002,78,27,1038,77,184,0.3,2.888888889,899.6,4.5,20,0.0002,78,27,354,35,88,0.28,2.888888889,286.3466667
949,AUDUSD,20,0.0002,64,24,1088,104,232,0.31,2.666666667,899.4133333,3.28,20,0.0002,64,24,752,53,110,0.33,2.666666667,661.76
994,AUDUSD,20,0.0002,61,31,1196,106,170,0.38,1.967741935,894.2993548,3.96,20,0.0002,61,31,630,52,82,0.39,1.967741935,483.4741935
1171,AUDUSD,20,0.0002,56,35,1295,125,163,0.43,1.6,890.96,4.13,20,0.0002,56,35,504,59,80,0.42,1.6,338.688
1028,AUDUSD,20,0.0002,56,31,1233,120,177,0.4,1.806451613,890.9419355,3.8,20,0.0002,56,31,607,59,87,0.4,1.806451613,438.6064516
1162,AUDUSD,20,0.0002,78,28,1062,75,171,0.3,2.785714286,887.5285714,3.8,20,0.0002,78,28,412,34,80,0.3,2.785714286,344.3142857
1558,AUDUSD,20,0.0002,76,32,1096,78,151,0.34,2.375,885.02,4.72,20,0.0002,76,32,228,35,76,0.32,2.375,173.28
968,AUDUSD,20,0.0002,62,29,1149,106,187,0.36,2.137931034,884.3337931,3.76,20,0.0002,62,29,705,53,89,0.37,2.137931034,557.6793103
1168,AUDUSD,20,0.0002,61,28,1118,106,191,0.36,2.178571429,876.8314286,4.04,20,0.0002,61,28,446,50,93,0.35,2.178571429,340.075
997,AUDUSD,20,0.0002,73,25,1009,83,202,0.29,2.92,854.4212,3.42,20,0.0002,73,25,545,40,95,0.3,2.92,477.42
1125,AUDUSD,20,0.0002,77,29,1038,76,166,0.31,2.655172414,854.3813793,3.86,20,0.0002,77,29,443,34,75,0.31,2.655172414,364.6348276
1166,AUDUSD,20,0.0002,78,25,978,76,198,0.28,3.12,854.3808,3.84,20,0.0002,78,25,405,35,93,0.27,3.12,341.172
1094,AUDUSD,20,0.0002,56,29,1152,120,192,0.38,1.931034483,845.3296552,3.3,20,0.0002,56,29,524,57,92,0.38,1.931034483,384.5075862
1041,AUDUSD,20,0.0002,60,26,1068,114,222,0.34,2.307692308,837.9692308,3.24,20,0.0002,60,26,536,54,104,0.34,2.307692308,420.5538462
1117,AUDUSD,20,0.0002,58,24,1050,117,239,0.33,2.416666667,837.375,3.06,20,0.0002,58,24,464,56,116,0.33,2.416666667,370.04
955,AUDUSD,20,0.0002,63,26,1047,107,219,0.33,2.423076923,837.1973077,3.37,20,0.0002,63,26,750,54,102,0.35,2.423076923,636.0576923
1145,AUDUSD,20,0.0002,61,32,1122,106,167,0.39,1.90625,834.136875,4.27,20,0.0002,61,32,487,51,82,0.38,1.90625,352.770625
1377,AUDUSD,20,0.0002,76,27,982,79,186,0.3,2.814814815,829.2444444,3.9,20,0.0002,76,27,306,36,90,0.29,2.814814815,249.7866667
1318,AUDUSD,20,0.0002,76,28,980,77,174,0.31,2.714285714,824.6,4.24,20,0.0002,76,28,336,35,83,0.3,2.714285714,273.6
1078,AUDUSD,20,0.0002,57,31,1120,117,179,0.4,1.838709677,823.7419355,4.2,20,0.0002,57,31,547,58,89,0.39,1.838709677,392.2519355
1139,AUDUSD,20,0.0002,60,31,1117,108,173,0.38,1.935483871,821.5354839,3.58,20,0.0002,60,31,485,52,85,0.38,1.935483871,356.7096774
1195,AUDUSD,20,0.0002,80,29,982,71,162,0.3,2.75862069,812.6896552,3.7,20,0.0002,80,29,392,31,72,0.3,2.75862069,324.4137931
961,AUDUSD,20,0.0002,66,26,998,101,218,0.32,2.538461538,810.6830769,3.44,20,0.0002,66,26,714,51,102,0.33,2.538461538,598.1123077
1589,AUDUSD,20,0.0002,77,32,1020,76,151,0.33,2.40625,809.94375,3.97,20,0.0002,77,32,218,34,75,0.31,2.40625,162.614375
1174,AUDUSD,20,0.0002,54,31,1131,126,183,0.41,1.741935484,807.7529032,3.85,20,0.0002,54,31,481,60,89,0.4,1.741935484,335.1483871
1329,AUDUSD,20,0.0002,59,24,1025,115,240,0.32,2.458333333,806.3333333,2.56,20,0.0002,59,24,354,54,118,0.31,2.458333333,269.7775
1129,AUDUSD,20,0.0002,62,28,1038,103,191,0.35,2.214285714,804.45,3.5,20,0.0002,62,28,468,50,94,0.35,2.214285714,362.7
930,AUDUSD,20,0.0002,66,29,1037,97,185,0.34,2.275862069,802.4234483,3.3,20,0.0002,66,29,864,50,84,0.37,2.275862069,727.5475862
1405,AUDUSD,20,0.0002,80,31,963,69,147,0.32,2.580645161,795.2516129,4.52,20,0.0002,80,31,292,30,68,0.31,2.580645161,233.6
1413,AUDUSD,20,0.0002,57,35,1157,121,164,0.42,1.628571429,791.388,3.64,20,0.0002,57,35,344,57,83,0.41,1.628571429,229.6937143
1222,AUDUSD,20,0.0002,77,28,959,75,172,0.3,2.75,791.175,3.5,20,0.0002,77,28,378,34,80,0.3,2.75,311.85
1357,AUDUSD,20,0.0002,59,31,1062,111,177,0.39,1.903225806,788.2780645,4.1,20,0.0002,59,31,368,53,89,0.37,1.903225806,259.1432258
1079,AUDUSD,20,0.0002,57,25,1015,120,233,0.34,2.28,786.828,2.88,20,0.0002,57,25,506,58,112,0.34,2.28,392.2512
1234,AUDUSD,20,0.0002,58,36,1134,117,157,0.43,1.611111111,785.61,4.42,20,0.0002,58,36,454,55,76,0.42,1.611111111,307.2066667
1217,AUDUSD,20,0.0002,59,29,1041,113,194,0.37,2.034482759,783.6217241,3.56,20,0.0002,59,29,430,53,93,0.36,2.034482759,314.937931
1271,AUDUSD,20,0.0002,61,35,1093,108,157,0.41,1.742857143,781.0265714,4.36,20,0.0002,61,35,416,51,77,0.4,1.742857143,290.0114286
988,AUDUSD,20,0.0002,68,24,948,93,224,0.29,2.833333333,778.94,2.68,20,0.0002,68,24,584,46,106,0.3,2.833333333,496.4
983,AUDUSD,20,0.0002,65,28,985,97,190,0.34,2.321428571,777.4464286,3.62,20,0.0002,65,28,628,48,89,0.35,2.321428571,510.25
1726,AUDUSD,20,0.0002,79,32,952,72,148,0.33,2.46875,775.5825,4.63,20,0.0002,79,32,160,32,74,0.3,2.46875,118.5
1368,AUDUSD,20,0.0002,77,27,934,77,185,0.29,2.851851852,772.4525926,3.16,20,0.0002,77,27,319,35,88,0.28,2.851851852,254.7274074
1033,AUDUSD,20,0.0002,59,26,1001,117,227,0.34,2.269230769,772.31,2.9,20,0.0002,59,26,548,56,106,0.35,2.269230769,435.2384615
1157,AUDUSD,20,0.0002,56,25,1013,123,235,0.34,2.24,771.5008,2.54,20,0.0002,56,25,454,59,114,0.34,2.24,345.7664
996,AUDUSD,20,0.0002,65,32,1025,97,165,0.37,2.03125,770.3515625,3.89,20,0.0002,65,32,624,48,78,0.38,2.03125,481.65
1255,AUDUSD,20,0.0002,76,25,903,78,201,0.28,3.04,768.6336,3.28,20,0.0002,76,25,361,36,95,0.27,3.04,296.3088
989,AUDUSD,20,0.0002,65,27,965,100,205,0.33,2.407407407,766.6388889,3.36,20,0.0002,65,27,604,50,98,0.34,2.407407407,494.3851852
1009,AUDUSD,20,0.0002,70,25,910,88,210,0.3,2.8,764.4,3.5,20,0.0002,70,25,555,44,101,0.3,2.8,466.2
987,AUDUSD,20,0.0002,54,36,1152,128,160,0.44,1.5,760.32,3.6,20,0.0002,54,36,720,62,73,0.46,1.5,496.8
1231,AUDUSD,20,0.0002,77,25,877,76,199,0.28,3.08,756.3248,3.56,20,0.0002,77,25,370,35,93,0.27,3.08,307.692
1309,AUDUSD,20,0.0002,59,36,1097,115,158,0.42,1.638888889,755.1016667,3.9,20,0.0002,59,36,414,54,77,0.41,1.638888889,278.185
1124,AUDUSD,20,0.0002,58,29,1015,114,193,0.37,2,751.1,3.19,20,0.0002,58,29,493,54,91,0.37,2,364.82
1128,AUDUSD,20,0.0002,53,31,1071,129,186,0.41,1.709677419,750.7364516,3.44,20,0.0002,53,31,518,63,91,0.41,1.709677419,363.1012903
1044,AUDUSD,20,0.0002,63,24,912,104,235,0.31,2.625,742.14,2.97,20,0.0002,63,24,516,52,115,0.31,2.625,419.895
1120,AUDUSD,20,0.0002,57,29,1013,118,197,0.37,1.965517241,736.6955172,2.82,20,0.0002,57,29,494,57,95,0.38,1.965517241,368.9668966
1280,AUDUSD,20,0.0002,58,31,1009,112,177,0.39,1.870967742,736.2445161,3.71,20,0.0002,58,31,404,54,88,0.38,1.870967742,287.2309677
1112,AUDUSD,20,0.0002,55,31,1027,119,178,0.4,1.774193548,728.8387097,3.4,20,0.0002,55,31,524,58,86,0.4,1.774193548,371.8709677
1025,AUDUSD,20,0.0002,54,25,962,128,238,0.35,2.16,727.272,2.65,20,0.0002,54,25,573,62,111,0.36,2.16,445.5648
1509,AUDUSD,20,0.0002,75,28,875,77,175,0.31,2.678571429,726.5625,3.93,20,0.0002,75,28,245,35,85,0.29,2.678571429,190.3125
1300,AUDUSD,20,0.0002,59,27,948,114,214,0.35,2.185185185,725.0444444,3.1,20,0.0002,59,27,378,54,104,0.34,2.185185185,280.84
1268,AUDUSD,20,0.0002,60,29,972,109,192,0.36,2.068965517,723.9724138,3.04,20,0.0002,60,29,392,51,92,0.36,2.068965517,291.9724138
1437,AUDUSD,20,0.0002,56,27,969,120,213,0.36,2.074074074,723.52,2.88,20,0.0002,56,27,301,56,105,0.35,2.074074074,218.5037037
1293,AUDUSD,20,0.0002,80,25,835,72,197,0.27,3.2,721.44,3.35,20,0.0002,80,25,340,33,92,0.26,3.2,282.88
1412,AUDUSD,20,0.0002,74,25,870,80,202,0.28,2.96,721.056,2.72,20,0.0002,74,25,288,37,98,0.27,2.96,230.1696
1395,AUDUSD,20,0.0002,80,28,868,70,169,0.29,2.857142857,719.2,3.32,20,0.0002,80,28,296,31,78,0.28,2.857142857,236.8
1116,AUDUSD,20,0.0002,55,24,923,125,248,0.34,2.291666667,719.1708333,2.86,20,0.0002,55,24,475,61,120,0.34,2.291666667,370.1041667
1021,AUDUSD,20,0.0002,58,26,942,118,227,0.34,2.230769231,714.4707692,2.56,20,0.0002,58,26,576,57,105,0.35,2.230769231,449.7230769
958,AUDUSD,20,0.0002,65,31,942,97,173,0.36,2.096774194,711.0580645,3.56,20,0.0002,65,31,770,50,80,0.38,2.096774194,613.516129
1636,AUDUSD,20,0.0002,75,27,849,79,188,0.3,2.777777778,707.5,3.6,20,0.0002,75,27,189,36,93,0.28,2.777777778,147
1359,AUDUSD,20,0.0002,60,22,864,109,258,0.3,2.727272727,706.9090909,2.6,20,0.0002,60,22,326,52,127,0.29,2.727272727,257.8363636
1476,AUDUSD,20,0.0002,60,27,930,110,210,0.34,2.222222222,702.6666667,2.58,20,0.0002,60,27,279,51,103,0.33,2.222222222,204.6
1058,AUDUSD,20,0.0002,55,29,971,121,196,0.38,1.896551724,699.7896552,2.92,20,0.0002,55,29,551,58,91,0.39,1.896551724,407.55
1136,AUDUSD,20,0.0002,54,24,912,128,250,0.34,2.25,697.68,2.52,20,0.0002,54,24,468,62,120,0.34,2.25,358.02
1668,AUDUSD,20,0.0002,57,34,1014,118,168,0.41,1.676470588,696.9758824,3.31,20,0.0002,57,34,211,55,86,0.39,1.676470588,137.9567647
1358,AUDUSD,20,0.0002,79,28,849,71,170,0.29,2.821428571,694.6639286,3.03,20,0.0002,79,28,316,32,79,0.29,2.821428571,258.5557143
1577,AUDUSD,20,0.0002,79,31,849,70,151,0.32,2.548387097,692.3458065,4.2,20,0.0002,79,31,217,31,72,0.3,2.548387097,165.9
1110,AUDUSD,20,0.0002,54,35,1032,128,168,0.43,1.542857143,684.6582857,3.27,20,0.0002,54,35,548,62,80,0.44,1.542857143,372.0137143
1250,AUDUSD,20,0.0002,57,24,870,118,244,0.33,2.375,681.8625,2.73,20,0.0002,57,24,393,57,119,0.32,2.375,298.68
1492,AUDUSD,20,0.0002,60,35,965,110,161,0.41,1.714285714,678.2571429,3.95,20,0.0002,60,35,295,51,79,0.39,1.714285714,197.2285714
1501,AUDUSD,20,0.0002,60,32,948,107,171,0.38,1.875,675.45,2.96,20,0.0002,60,32,280,50,85,0.37,1.875,194.25
1364,AUDUSD,20,0.0002,56,24,872,121,246,0.33,2.333333333,671.44,2.4,20,0.0002,56,24,344,58,121,0.32,2.333333333,256.8533333
1233,AUDUSD,20,0.0002,58,27,892,115,214,0.35,2.148148148,670.6518519,2.75,20,0.0002,58,27,409,55,103,0.35,2.148148148,307.5074074
1728,AUDUSD,20,0.0002,56,28,896,117,202,0.37,2,663.04,3.08,20,0.0002,56,28,168,54,102,0.35,2,117.6
1694,AUDUSD,20,0.0002,59,28,893,111,202,0.35,2.107142857,658.5875,2.45,20,0.0002,59,28,181,51,101,0.34,2.107142857,129.6735714
1239,AUDUSD,20,0.0002,57,27,891,117,214,0.35,2.111111111,658.35,2.4,20,0.0002,57,27,411,56,103,0.35,2.111111111,303.6833333
1040,AUDUSD,20,0.0002,69,24,789,89,223,0.29,2.875,657.82875,2.97,20,0.0002,69,24,513,45,108,0.29,2.875,427.71375
1123,AUDUSD,20,0.0002,55,25,870,124,238,0.34,2.2,650.76,2.2,20,0.0002,55,25,475,60,113,0.35,2.2,365.75
1283,AUDUSD,20,0.0002,49,31,980,144,196,0.42,1.580645161,650.5935484,2.6,20,0.0002,49,31,431,67,92,0.42,1.580645161,286.1283871
1448,AUDUSD,20,0.0002,60,36,948,110,157,0.41,1.666666667,647.8,3.36,20,0.0002,60,36,324,51,76,0.4,1.666666667,216
1069,AUDUSD,20,0.0002,66,27,828,96,204,0.32,2.444444444,647.68,2.76,20,0.0002,66,27,495,48,99,0.33,2.444444444,399.3
1007,AUDUSD,20,0.0002,63,29,848,100,188,0.35,2.172413793,644.7724138,3.2,20,0.0002,63,29,598,50,88,0.36,2.172413793,467.6772414
1245,AUDUSD,20,0.0002,55,27,879,123,218,0.36,2.037037037,644.6,2.52,20,0.0002,55,27,410,59,105,0.36,2.037037037,300.6666667
973,AUDUSD,20,0.0002,64,29,855,99,189,0.34,2.206896552,641.5448276,2.62,20,0.0002,64,29,677,50,87,0.36,2.206896552,537.8648276
1038,AUDUSD,20,0.0002,53,25,862,129,239,0.35,2.12,639.604,2.3,20,0.0002,53,25,564,63,111,0.36,2.12,430.4448
1089,AUDUSD,20,0.0002,66,32,858,93,165,0.36,2.0625,637.065,3.28,20,0.0002,66,32,508,46,79,0.37,2.0625,387.6675
1527,AUDUSD,20,0.0002,61,36,911,107,156,0.41,1.694444444,632.8919444,3.77,20,0.0002,61,36,278,50,77,0.39,1.694444444,183.7116667
1338,AUDUSD,20,0.0002,75,29,787,77,172,0.31,2.586206897,630.9568966,3.24,20,0.0002,75,29,334,35,79,0.31,2.586206897,267.7758621
1407,AUDUSD,20,0.0002,79,25,738,72,198,0.27,3.16,629.6616,3.08,20,0.0002,79,25,282,33,93,0.26,3.16,231.6912
1209,AUDUSD,20,0.0002,68,26,802,94,215,0.3,2.615384615,629.2615385,2.2,20,0.0002,68,26,392,44,100,0.31,2.615384615,317.8215385
1626,AUDUSD,20,0.0002,58,28,840,112,202,0.36,2.071428571,626.4,2.96,20,0.0002,58,28,216,52,100,0.34,2.071428571,152.1257143
1164,AUDUSD,20,0.0002,72,24,744,84,221,0.28,3,624.96,2.88,20,0.0002,72,24,408,41,106,0.28,3,342.72
1416,AUDUSD,20,0.0002,52,31,901,130,189,0.41,1.677419355,619.6554839,3.03,20,0.0002,52,31,341,62,93,0.4,1.677419355,228.8
1023,AUDUSD,20,0.0002,62,31,837,102,177,0.37,2,619.38,3.41,20,0.0002,62,31,589,52,85,0.38,2,447.64
1401,AUDUSD,20,0.0002,56,32,880,118,179,0.4,1.75,616,3.2,20,0.0002,56,32,344,57,89,0.39,1.75,234.78
1648,AUDUSD,20,0.0002,79,27,747,72,183,0.28,2.925925926,611.9866667,2.68,20,0.0002,79,27,179,32,87,0.27,2.925925926,141.41
1201,AUDUSD,20,0.0002,67,26,764,96,218,0.31,2.576923077,610.3184615,2.83,20,0.0002,67,26,404,46,103,0.31,2.576923077,322.7338462
1063,AUDUSD,20,0.0002,44,36,1016,163,171,0.49,1.222222222,608.4711111,3.2,20,0.0002,44,36,660,78,77,0.5,1.222222222,403.3333333
1306,AUDUSD,20,0.0002,54,34,902,125,172,0.42,1.588235294,601.6870588,2.96,20,0.0002,54,34,418,60,83,0.42,1.588235294,278.8305882
1098,AUDUSD,20,0.0002,68,29,774,89,182,0.33,2.344827586,598.9158621,3.01,20,0.0002,68,29,478,42,82,0.34,2.344827586,381.0813793
1137,AUDUSD,20,0.0002,66,28,762,93,192,0.33,2.357142857,592.7271429,3.02,20,0.0002,66,28,460,46,92,0.33,2.357142857,357.8142857
1432,AUDUSD,20,0.0002,44,31,928,162,200,0.45,1.419354839,592.7225806,2.75,20,0.0002,44,31,355,75,95,0.44,1.419354839,221.7032258
1679,AUDUSD,20,0.0002,58,32,838,111,175,0.39,1.8125,592.36125,3.1,20,0.0002,58,32,200,52,88,0.37,1.8125,134.125
1163,AUDUSD,20,0.0002,71,24,707,85,222,0.28,2.958333333,585.6316667,2.6,20,0.0002,71,24,414,42,107,0.28,2.958333333,342.93
1488,AUDUSD,20,0.0002,55,28,805,119,205,0.37,1.964285714,585.0625,2.71,20,0.0002,55,28,280,56,100,0.36,1.964285714,198
1101,AUDUSD,20,0.0002,53,36,899,127,162,0.44,1.472222222,582.3522222,3.16,20,0.0002,53,36,569,61,74,0.45,1.472222222,376.9625
979,AUDUSD,20,0.0002,66,31,775,93,173,0.35,2.129032258,577.5,2.95,20,0.0002,66,31,657,48,81,0.37,2.129032258,517.5464516
1281,AUDUSD,20,0.0002,51,25,786,136,246,0.36,2.04,577.2384,2.36,20,0.0002,51,25,390,65,117,0.36,2.04,286.416
1311,AUDUSD,20,0.0002,63,27,738,100,206,0.33,2.333333333,568.26,2.7,20,0.0002,63,27,360,49,101,0.33,2.333333333,277.2
1259,AUDUSD,20,0.0002,62,32,790,101,171,0.37,1.9375,566.33125,2.78,20,0.0002,62,32,412,50,84,0.37,1.9375,295.3525
1697,AUDUSD,20,0.0002,61,33,805,103,166,0.38,1.848484848,565.4515152,2.72,20,0.0002,61,33,189,48,83,0.37,1.848484848,129.2645455
1640,AUDUSD,20,0.0002,75,31,727,75,158,0.32,2.419354839,562.8387097,2.92,20,0.0002,75,31,194,34,76,0.31,2.419354839,145.5
1321,AUDUSD,20,0.0002,63,28,735,97,192,0.34,2.25,562.275,2.94,20,0.0002,63,28,357,47,93,0.34,2.25,273.105
1337,AUDUSD,20,0.0002,48,31,853,145,197,0.42,1.548387097,554.7251613,2.18,20,0.0002,48,31,412,68,92,0.42,1.548387097,267.9329032
1511,AUDUSD,20,0.0002,57,32,795,115,180,0.39,1.78125,552.2765625,2.71,20,0.0002,57,32,280,56,91,0.38,1.78125,189.525
1497,AUDUSD,20,0.0002,42,24,804,178,278,0.39,1.75,548.73,1.74,20,0.0002,42,24,294,83,133,0.38,1.75,195.51
1729,AUDUSD,20,0.0002,75,25,675,77,204,0.27,3,546.75,2,20,0.0002,75,25,150,35,99,0.26,3,117
1539,AUDUSD,20,0.0002,54,32,808,124,184,0.4,1.6875,545.4,2.4,20,0.0002,54,32,274,59,91,0.39,1.6875,180.32625
1542,AUDUSD,20,0.0002,68,27,693,90,201,0.31,2.518518519,541.0533333,2.45,20,0.0002,68,27,237,42,97,0.3,2.518518519,179.0666667
1375,AUDUSD,20,0.0002,69,26,672,90,213,0.3,2.653846154,535.0153846,2.5,20,0.0002,69,26,315,43,102,0.3,2.653846154,250.7884615
1715,AUDUSD,20,0.0002,56,33,787,116,173,0.4,1.696969697,534.2060606,2.6,20,0.0002,56,33,186,54,86,0.39,1.696969697,123.0981818
1288,AUDUSD,20,0.0002,64,32,736,95,167,0.36,2,529.92,2.56,20,0.0002,64,32,384,46,80,0.37,2,284.16
1725,AUDUSD,20,0.0002,54,33,780,122,176,0.41,1.636363636,523.3090909,2.67,20,0.0002,54,33,186,56,86,0.39,1.636363636,118.7018182
1650,AUDUSD,20,0.0002,74,31,683,75,157,0.32,2.387096774,521.723871,2.6,20,0.0002,74,31,191,34,75,0.31,2.387096774,141.34
1169,AUDUSD,20,0.0002,73,24,632,80,217,0.27,3.041666667,519.03,2.19,20,0.0002,73,24,399,39,102,0.28,3.041666667,339.815
1295,AUDUSD,20,0.0002,64,27,683,98,207,0.32,2.37037037,518.0681481,2.12,20,0.0002,64,27,372,48,100,0.32,2.37037037,282.1688889
1172,AUDUSD,20,0.0002,57,26,694,118,232,0.34,2.192307692,517.2969231,2.22,20,0.0002,57,26,441,57,108,0.35,2.192307692,338.3826923
1270,AUDUSD,20,0.0002,52,25,710,130,242,0.35,2.08,516.88,1.95,20,0.0002,52,25,399,62,113,0.35,2.08,290.472
1512,AUDUSD,20,0.0002,51,31,758,134,196,0.41,1.64516129,511.2832258,2.62,20,0.0002,51,31,288,64,96,0.4,1.64516129,189.5225806
1356,AUDUSD,20,0.0002,53,35,781,127,170,0.43,1.514285714,508.5425714,2.84,20,0.0002,53,35,398,61,81,0.43,1.514285714,259.1548571
1455,AUDUSD,20,0.0002,55,32,730,118,180,0.4,1.71875,501.875,2.8,20,0.0002,55,32,319,57,88,0.39,1.71875,213.8296875
1533,AUDUSD,20,0.0002,49,25,706,144,254,0.36,1.96,498.1536,1.64,20,0.0002,49,25,258,67,121,0.36,1.96,182.0448
1279,AUDUSD,20,0.0002,54,29,701,122,203,0.38,1.862068966,496.017931,2.54,20,0.0002,54,29,406,58,94,0.38,1.862068966,287.28
1625,AUDUSD,20,0.0002,50,31,743,137,197,0.41,1.612903226,491.3387097,2.21,20,0.0002,50,31,236,63,94,0.4,1.612903226,152.2580645
1557,AUDUSD,20,0.0002,73,31,650,76,158,0.32,2.35483871,489.8064516,2.28,20,0.0002,73,31,230,35,75,0.32,2.35483871,173.316129
1260,AUDUSD,20,0.0002,67,29,636,90,186,0.33,2.310344828,484.8951724,2.68,20,0.0002,67,29,387,43,86,0.33,2.310344828,295.0541379
1532,AUDUSD,20,0.0002,42,25,718,179,272,0.4,1.68,482.496,1.8,20,0.0002,42,25,278,84,130,0.39,1.68,182.1456
1431,AUDUSD,20,0.0002,53,24,659,127,253,0.33,2.208333333,480.24625,1.41,20,0.0002,53,24,305,61,122,0.33,2.208333333,222.26875
1630,AUDUSD,20,0.0002,74,29,607,76,173,0.31,2.551724138,480.157931,2.93,20,0.0002,74,29,196,34,80,0.3,2.551724138,150.0413793
1170,AUDUSD,20,0.0002,63,31,654,96,174,0.36,2.032258065,478.4748387,2.84,20,0.0002,63,31,451,48,83,0.37,2.032258065,339.1229032
1549,AUDUSD,20,0.0002,49,29,705,144,219,0.4,1.689655172,476.4827586,2.2,20,0.0002,49,29,267,67,104,0.39,1.689655172,175.9437931
1060,AUDUSD,20,0.0002,64,31,655,95,175,0.35,2.064516129,473.2903226,2.25,20,0.0002,64,31,530,48,82,0.37,2.064516129,404.8516129
1568,AUDUSD,20,0.0002,76,26,574,77,203,0.28,2.923076923,469.7969231,2.56,20,0.0002,76,26,216,35,94,0.27,2.923076923,170.4738462
